code_dep,prix_m2
01,1856.0397650560487
02,1182.769370783536
03,1035.4503653888205
04,1898.2944947738165
05,2034.5756545190502
06,3101.5849551991723
07,1695.2871460350605
08,1158.366829793382
09,1272.7385422032924
10,1194.3583769014613
11,1309.2919763418324
12,1223.4267056266483
13,3178.8164348432874
14,1674.1861861626687
15,1140.2874737409697
16,1118.627111006451
17,1474.2210197705797
18,1108.6686752438545
19,1228.379127359395
21,1341.78804185958
22,1240.9500201856479
23,842.2817670714187
24,1398.106206937366
25,1541.6545909818988
26,1915.8345278114125
27,1627.8605596802304
28,1539.5601278896543
29,1368.1105624545662
2A,2281.8981763492234
2B,2033.4569204238323
30,1914.5140768886672
31,1753.2100783549547
32,1363.9293463919107
33,1660.2290410950511
34,2018.2370835473223
35,1521.1022078507851
36,1008.8125957221351
37,1449.819309529091
38,1955.6383240440693
39,1269.6840507741508
40,1530.9671915963672
41,1332.5655285720406
42,1435.2030491199275
43,1110.103038703095
44,1789.891211878966
45,1495.5077512430353
46,1458.8226538710232
47,1345.8546831734998
48,1437.145271680961
49,1413.0001763000373
50,1299.2519529596868
51,1513.0668627157597
52,1050.4434608665438
53,1099.6207934854554
54,1262.6498431948862
55,913.9659711675948
56,1591.872968016358
58,968.0124578000756
59,1529.2009711314493
60,1843.2631266636722
61,1284.832847194133
62,1381.5932245036606
63,1263.6926334134648
64,1550.3565946807719
65,1398.1597130171149
66,1737.2948157926046
69,2195.164413679966
70,1126.830073910933
71,1279.6080089602672
72,1215.4839703632565
73,2269.4502710620727
74,3171.824517594304
75,8133.92477579976
76,1616.6485464838133
77,2189.2143849526124
78,2947.267656596189
79,1001.3436133792178
80,1354.115074972323
81,1409.6988559451624
82,1409.0051618608322
83,3031.7107548223453
84,2621.8118376422676
85,1401.3983739095693
86,1111.6994300335439
87,1105.8277231236336
88,1016.4441198701203
89,1192.297149195376
90,1517.17620120831
91,2724.3646546193627
92,5360.780291408432
93,3282.419343135789
94,3935.7139916420824
95,2778.7433751511458
