code_dep,prix_m2
01,2231.0595308069805
02,1289.8207856181805
03,1133.9169842897736
04,2125.03540963396
05,2248.910989278194
06,3305.9070962567043
07,1968.1280481744643
08,1167.559619634284
09,1467.32672178116
10,1326.467330520628
11,1495.1382313430968
12,1379.9786594536217
13,3990.0534913406836
14,2203.9188352514784
15,1247.1311170691686
16,1254.620318590839
17,1844.3917874266524
18,1167.4047455014484
19,1335.874549051072
21,1526.6492015648614
22,1598.3944490098681
23,910.8884780470222
24,1582.154927067191
25,1826.7923942528462
26,2232.5103348566013
27,1914.2225144408833
28,1779.1506320267424
29,1787.2927602512448
2A,2884.1642518323088
2B,2488.7875975269158
30,2253.1164242240425
31,2049.0909173307705
32,1555.3899032515121
33,2219.8971961012726
34,2395.995245310967
35,1930.958737688207
36,1031.4546810411375
37,1723.0286961874976
38,2437.8623695942388
39,1497.4155499930064
40,1984.879152138638
41,1385.8188869149708
42,1714.2227565457047
43,1244.8335984903006
44,2400.539680418489
45,1642.0094780928623
46,1636.0012923771587
47,1533.4669567591873
48,1577.630811519348
49,1785.0335311724593
50,1608.1378440483425
51,1554.229855263668
52,949.2738329641962
53,1262.9730791868856
54,1454.513014419621
55,1035.9411073180654
56,2098.0600125347823
57,2786.0
58,1029.0465092189331
59,1814.9508934725166
60,2065.1417662080175
61,1398.3968903684768
62,1609.1333402241926
63,1447.9289234603834
64,1902.9563101064307
65,1611.1370440843518
66,1963.7062665351048
68,1500.0
69,3004.474518104465
70,1219.9303288092112
71,1459.9258986450782
72,1335.895888784154
73,2847.713881035167
74,3936.692165001354
75,10779.9586033593
76,1859.8519160054773
77,2624.9520509650074
78,3483.8736239760487
79,1144.6082980624017
80,1464.5718744051871
81,1650.863840163305
82,1645.7124235684605
83,3445.375891988807
84,3139.538750100078
85,1814.5235888065818
86,1231.2735469247757
87,1244.4827175028543
88,1141.13020098046
89,1281.2160832162285
90,1702.1646072492028
91,3226.5987211864917
92,6929.5280129575685
93,4222.718918425295
94,4963.425033674654
95,3350.880046160128
