code_dep,prix_m2
01,1818.2660191790928
02,1168.7469907851012
03,1035.403918031045
04,1875.4912169626161
05,1987.1867790331378
06,3021.505541639566
07,1686.691260459044
08,1203.6820972290086
09,1288.073026476634
10,1242.9605693687952
11,1302.770997624859
12,1231.3592722550782
13,3294.304092259077
14,1692.3935322287368
15,1116.6006869309313
16,1064.327940238103
17,1481.0708736348893
18,1125.7001023374792
19,1187.305527782379
21,1336.0686723302208
22,1256.1138286923926
23,844.8336753975541
24,1418.5369992599738
25,1537.1468777461691
26,1999.2777895393972
27,1658.5844298592456
28,1528.8925886743132
29,1368.7629831501054
2A,2420.4013978249845
2B,2055.0670151531813
30,1957.1272873893124
31,1727.7589125790205
32,1352.4982752271528
33,1676.7950614728372
34,1975.3729894346566
35,1507.66753291171
36,973.4042313214103
37,1477.2203637993414
38,1989.685837132263
39,1299.0241919758835
40,1555.1628169147941
41,1273.75596267835
42,1473.6270449304495
43,1152.922453897863
44,1806.47853984924
45,1467.401565752211
46,1420.663561750002
47,1365.2390463214447
48,1342.3813141471624
49,1426.0962995323005
50,1340.8400949765044
51,1481.0359294751443
52,1013.1695561414592
53,1112.847965045697
54,1251.003773220167
55,924.9490611579579
56,1578.3537260530886
58,969.0280535896089
59,1524.715877312981
60,1853.2122530597364
61,1191.380102162349
62,1420.4593500593273
63,1267.868510108122
64,1605.0262901032272
65,1391.896061122
66,1725.6237295408462
69,2257.7748745073195
70,1077.1524876170583
71,1268.4642210959712
72,1200.8185354603136
73,2303.038044287746
74,3236.6131834067373
75,8342.45377649867
76,1592.2435430938328
77,2216.3254353365323
78,2945.2921946896618
79,1015.0166597385074
80,1300.3473105642431
81,1398.8534599446878
82,1369.4383039619856
83,2955.8841947350957
84,2604.963779456056
85,1391.7964011940626
86,1134.0840277657387
87,1141.1224300213694
88,1042.4978588351585
89,1191.4160858196994
90,1477.98087777125
91,2737.8594072935916
92,5458.781092412137
93,3315.9659083015845
94,3992.984535810117
95,2759.8144260579443
