code_com;prix_m2
01357;1964
01358;2033.71428571429
01359;2750.33333333333
01360;4665.29032258064
01361;3523.61904761905
01362;3380.11111111111
01363;1926.29411764706
01364;1722.63636363636
01365;2996.8
01366;2858.88888888889
01367;1695.33333333333
01368;2782.375
01369;2501.28571428571
01370;2192.89473684211
01371;3119.90909090909
01372;1638.66666666667
01373;1580
01374;1944.95
01375;2731.66666666667
01376;3253.94
01378;3183.5
01379;1691.85714285714
01380;1679.33333333333
01381;2039.42857142857
01383;2400
01384;1837.7619047619
01385;2723.14285714286
01386;2720.42857142857
01387;2040.33333333333
01388;1999.9
01389;2795.35
01390;2582
01391;1544
01392;885
01393;2943.28571428571
01396;1738.83333333333
01397;5119.15384615385
01398;2889.33333333333
01399;4661.63636363636
01400;873
01401;4904.04
01402;1735.14285714286
01403;2143.5
01404;2139
01405;1782
01406;2611
01407;2515.18181818182
01408;1725.33333333333
01410;2064.28571428571
01411;1791.33333333333
01412;2709
01415;2530.33333333333
01416;1441.2
01418;3895.4
01419;4767.65625
01420;1946.25
01421;2239.8
01422;2456.38461538462
01423;4032.71428571429
01424;4320.30769230769
01425;2370
01426;2053.31428571429
01427;3254.01333333333
01428;2325
01429;2311.25
01430;2469.66666666667
01431;2381.76923076923
01432;1853.66666666667
01433;1570
01434;3355.5
01435;4806.86363636364
01436;4519.9
01437;1638
01441;1892
01443;3045.45652173913
01444;1827.83333333333
01445;1855
01446;3287.88888888889
01447;1725.6
01448;2429.66666666667
01449;2507
01450;2950.975
01451;2689.98181818182
01452;1706.8
01453;2100.5
01454;2493.92857142857
01457;2364.525
02001;1478.5
02002;1035.6
02003;1578.76923076923
02004;1152.5
02005;2173
02006;650
02008;1408.5
02010;1104
02011;1725.875
02013;1925.6
02014;2136.5
02016;1556.5
02017;731.5
02018;1467.19047619048
02019;523
02020;1068
02021;587
02022;1622.33333333333
02023;1209
02025;1329.5
02027;1047
02028;1392.86206896552
02029;1780
02030;784.25
02031;850.8
02032;851.25
02033;1327
02034;1134
02035;978.5
02037;1491.4
02038;933.5
02040;1028.5
02041;1385.57142857143
02042;1524.25
02044;737.5
02046;1615.66666666667
02048;1293
02049;1064.125
02050;1339
02051;1471.75
02052;1528
02053;1802.66666666667
02054;1571
02055;1135.5
02056;1002
02057;870.375
02058;1579.41666666667
02059;1181.5652173913
02060;807
02061;1315.4
02062;1542.33333333333
02063;1667
02064;1700.46666666667
02065;1256.83333333333
02066;1299
02067;1898.5
02068;1370.25
02070;863.5
02071;1555.85714285714
02072;740
02073;2295.25
02074;1469.4
02075;1678
02076;2652
02077;2055.33333333333
02078;1488.5
02079;1161
02080;1567
02081;1082.66666666667
02082;1420.5
02083;1484.57142857143
02084;1891
02085;1503.83333333333
02086;1125.36363636364
02088;1392
02089;1671.125
02090;1471.5
02093;1356.26666666667
02094;1599.66666666667
02095;810.265306122449
02096;746
02097;1056
02098;1414.5
02099;1370
02101;878
02103;808.285714285714
02104;1261.5
02105;1018.16666666667
02106;1340.75
02108;1387.33333333333
02109;1002
02110;1415.47826086957
02111;1442.6
02112;858.5
02114;1999.45454545455
02115;1665.5
02116;841
02119;959
02120;505
02121;952.666666666667
02123;1397
02124;1448.91666666667
02125;2402.6
02126;1161.66666666667
02127;1641.5
02128;1534.88
02130;1126.5
02131;1677.44444444444
02132;1316
02133;1355
02134;1229.66666666667
02135;779.25
02137;1269
02139;1549.83333333333
02140;1232.33333333333
02141;1120.875
02142;1630
02143;1132
02144;1056
02145;1176.25
02148;2091
02150;1097
02151;1582.5
02152;1648
02153;1685.28571428571
02154;514
02155;2283
02156;1202.5
02157;1582
02158;1224.66666666667
02159;1633
02160;735.142857142857
02162;1514
02163;1409.07692307692
02164;1885
02165;1158
02166;1544.5
02167;1575
02168;1939.34782608696
02170;1451
02171;998.333333333333
02172;1210
02173;1314.39416058394
02174;1271.11111111111
02177;1176.5
02178;800
02179;1486.75
02180;1318
02181;1019
02182;563.5
02184;1436
02185;1521.5
02186;1856.09090909091
02187;1875.84615384615
02188;1447.25
02189;965
02190;1974.5
02191;1060
02192;1473.71428571429
02193;611
02194;634
02195;1492
02196;1892.66666666667
02197;1282.6
02198;2120
02199;1509.16666666667
02200;863.5
02201;1815
02203;1448.17647058824
02204;996.5
02205;1698
02207;1245.5
02208;1533
02209;1513.44444444444
02210;2048
02211;1231.5
02212;1430.66666666667
02213;1635.4
02215;1676.8
02216;2060.75
02217;1333.58333333333
02218;1500.625
02220;1146.83333333333
02223;1286.25
02224;1550.2
02225;1330.8
02226;1729.5
02227;1466
02228;1689.75
02231;1225.71428571429
02232;2888.25
02233;1333
02235;2260
02236;1149.5
02237;1010.90909090909
02238;1528.77777777778
02239;1702.58823529412
02240;1344.5
02241;1803.5
02242;2090.625
02243;1802.06666666667
02245;1890.17647058824
02246;1279.71428571429
02248;1327.33333333333
02249;1822
02250;1706
02251;633
02253;1517
02254;1399
02255;1490
02257;2011.33333333333
02258;2013
02259;2039.2
02260;1154.4
02261;1354
02262;1545.33333333333
02263;1305
02264;863.166666666667
02265;967
02266;482
02267;2782.6
02268;1559.14285714286
02270;1176.5
02271;2889.5
02272;1026.25
02274;994.8
02275;538
02276;1663
02277;1453
02279;1601.16666666667
02280;1068
02281;1805.5
02282;2096.33333333333
02283;603.5
02284;949.333333333333
02286;1325.22222222222
02287;1678.63636363636
02288;1168
02289;1767.71428571429
02290;1846.125
02291;832
02292;1723.76923076923
02293;995.333333333333
02294;1504
02295;840
02296;1298.77777777778
02297;1250
02298;930.375
02299;1585.66666666667
02302;1878.83333333333
02303;2240.33333333333
02304;850.538461538462
02305;1326.77777777778
02306;759.2
02307;2011.625
02308;1265.53846153846
02309;1334.83333333333
02310;1020.25
02312;1078.44444444444
02313;1061.6
02315;1341.5
02316;2376
02317;983.5
02318;1386.52941176471
02319;747.666666666667
02320;1381
02321;999
02322;1063.66666666667
02323;1407.5
02324;1060.5
02326;1675.5
02327;2199.66666666667
02328;1930
02329;1376
02330;2407.5
02331;1276
02332;1498
02333;717
02334;1117.8
02335;1484.5
02336;1917.4
02337;474
02338;878.75
02339;1375.9
02340;1380.85185185185
02341;714
02342;1500
02343;579
02346;1482.5
02347;1509
02349;1793
02350;1733
02351;1646
02352;893.4
02353;758
02354;1251
02355;1484.875
02356;1593.33333333333
02357;1862
02358;1241
02359;1296.06666666667
02360;1969.6875
02361;948
02362;1120.5
02363;1102.66666666667
02364;1431.5
02366;1061
02368;2501
02369;694.5
02370;1616.33333333333
02371;1150.90909090909
02372;1275.5
02373;1171
02374;1173
02376;500
02377;2057
02378;629
02379;752.25
02381;850.244680851064
02382;1646.9375
02383;2427.41666666667
02385;1400
02386;423
02387;1399.83333333333
02388;1112.75
02389;1749
02390;1438.25
02391;1688.5
02392;941.5
02393;1215
02395;1558.5
02397;1426.22222222222
02398;1745.5
02399;2003
02400;1718.33333333333
02401;1477.5
02403;705.5
02404;722
02405;1173.375
02406;1786
02407;1321.8
02408;1264.08695652174
02409;934.75
02410;2026.4
02411;1676.66666666667
02414;672
02415;3771
02416;854.25
02417;778.5
02418;1623.5
02419;824
02420;1327
02422;988.888888888889
02423;969
02424;1404.66666666667
02425;1362.5
02426;1190.375
02427;1754.5
02429;2461
02430;1289.27272727273
02431;1599.66666666667
02432;1791.25
02433;1532.33333333333
02438;2107
02439;1503.375
02441;1853.5
02442;715
02443;1409.66666666667
02444;682
02445;1494.5
02447;998
02448;1262.5
02450;1162.6
02451;1202
02452;1171.5
02453;992.25
02454;1405
02456;1988
02457;958.333333333333
02458;1711.125
02459;1835
02460;536
02461;1546.875
02462;1351.125
02464;1127
02465;2167
02468;810.117647058824
02469;905.8
02470;864
02472;1447
02473;1036
02474;994.444444444444
02476;996.666666666667
02477;1758.1
02480;854.5
02481;1462
02483;1386.28571428571
02484;2114
02487;1757.375
02489;1346
02490;2689.33333333333
02491;669.6
02492;1276.5
02493;906
02495;1081
02497;1681.14285714286
02498;1365.3
02500;1109.72727272727
02502;1081.78571428571
02503;1037.72727272727
02504;1326.38095238095
02505;1592.33333333333
02506;1581
02508;1438
02509;1924
02510;1771.66666666667
02511;1567
02512;1785.66666666667
02513;1333
02514;2587.5
02517;1116
02518;1250
02519;581
02520;1416.625
02521;2145.05
02524;1766
02525;1635.8
02527;898.5
02528;1667.33333333333
02529;1111
02530;2080
02532;1358.14285714286
02533;1059.2
02535;1046.33333333333
02538;1727
02539;894.571428571429
02540;1599.63636363636
02541;2248
02543;1391.84615384615
02544;1155
02545;1529.5
02546;1184
02547;814
02548;1378
02549;1542.27272727273
02550;2371.5
02551;658.666666666667
02552;835.666666666667
02553;1035
02554;2060.8
02555;1883.60526315789
02556;450
02558;998.366666666667
02559;1019.28571428571
02560;1299.5
02561;1356
02562;2345
02563;668
02564;1904
02565;1292
02566;1590.5
02567;529
02568;2223.75
02569;893.555555555556
02570;1713.5
02571;1040.66666666667
02572;2309.5
02573;2998
02574;1101.23076923077
02575;822.294117647059
02576;1776
02577;1375
02579;1313
02580;1110.5
02581;1115.66666666667
02582;1591
02584;1379
02585;1110.5
02587;1195.5
02588;1074
02589;1407.66666666667
02590;1384
02591;655
02592;1219.5
02593;1933.38461538462
02594;1717.25
02595;1260.5
02596;1547.30769230769
02598;1858.33333333333
02599;1024.66666666667
02600;1081.6
02601;1838.66666666667
02602;1527.47058823529
02604;1368
02605;1084.5
02606;2021.5
02607;1110
02608;881
02610;2000.8
02612;2568
02613;1911.25
02614;1122
02615;898.333333333333
02616;1038
02617;819
02618;676
02619;1283.25
02620;897.333333333333
02621;1669.66666666667
02622;597
02623;1353.33333333333
02624;914.5
02625;561.666666666667
02626;2112.8
02627;907.5
02628;2689
02629;1111.66666666667
02631;1540.125
02632;1092
02635;1037
02636;853
02637;1041.625
02638;1234
02639;1174.4
02640;1229
02641;1105
02642;930.666666666667
02643;1990.72727272727
02644;2984.75
02645;1346.66666666667
02648;1008.8125
02649;1194.33333333333
02650;878.5
02651;1504.5
02653;2411.8
02654;1737
02655;1463
02656;1028
02657;1146
02658;1599
02659;1928.16666666667
02660;692
02661;1610
02662;1415.5
02663;1975
02664;1818
02665;1333
02666;936.875
02667;1306.2
02668;800.666666666667
02670;895.5
02671;783
02672;1788.6
02673;1617.5
02675;1135.33333333333
02676;1099.24137931034
02677;1842.5
02678;1422
02680;1195.68965517241
02681;551.75
02682;1586
02683;856.5
02684;967.75
02686;1124
02687;2461.25
02688;529
02690;2000
02691;1262.60429447853
02693;1550
02694;1446
02696;592
02697;1351.4
02698;2167
02699;1112.5
02701;1575.80952380952
02702;1654.66666666667
02703;1062.16666666667
02704;1519.5
02705;705.5
02706;1620
02707;1010.5
02708;1511
02709;786.5
02710;1865.14285714286
02711;1406.5
02712;1252
02713;2292
02714;1208
02715;1301
02716;1671.33333333333
02717;1167.28571428571
02718;1859.33333333333
02719;1184.76923076923
02720;1258.5
02721;1280.33333333333
02722;1789.44964028777
02726;880.5
02727;1005
02728;648
02730;1335
02731;1926.5
02734;2087.66666666667
02736;1040
02737;1043.66666666667
02738;1132.03649635037
02739;1087.5
02740;952.75
02741;945.8
02742;1012
02743;861
02744;2208
02745;628
02746;1355
02747;1062
02748;1650
02749;1664
02750;1418.28571428571
02751;1228
02752;1613.33333333333
02753;1328.8
02754;1084
02755;1275.75
02756;1328.5
02757;744.090909090909
02758;1538.13636363636
02759;1203.33333333333
02760;985
02761;1556.5
02762;1567
02764;1114
02766;1285.4
02767;1709.25
02768;1787.5
02769;1407.83333333333
02770;1640.8
02772;1716
02774;715
02775;1428.25
02776;777.5
02777;1883
02779;1187.5
02780;1438.75
02781;2390.66666666667
02782;864
02784;1034
02785;1677.33333333333
02787;951.5
02788;1123.2
02789;1010.92307692308
02790;979
02791;1138.83333333333
02792;1865.66666666667
02793;1617
02794;2370.4
02795;1569.57142857143
02798;1919.66666666667
02799;1409.2
02800;1287
02801;1252
02802;1235
02803;1413
02804;1582
02805;1552.44
02806;1526.28571428571
02807;1393.16666666667
02808;936.333333333333
02809;2441
02810;2093.08910891089
02813;1030.2
02815;1417
02817;548
02818;1950.33333333333
02819;883
02820;1365.6
02821;1285.33333333333
02823;704
02824;2235
02826;752
02827;937.333333333333
02828;1159
02829;2115
02830;1052.22222222222
02831;1798.5
02832;1363.33333333333
02833;1303.66666666667
02834;1441.5
03001;2066.33333333333
03002;2219.66666666667
03003;1034.38461538462
03004;733.333333333333
03005;1769.25
03006;1261
03007;745.166666666667
03008;1188.5
03009;1646
03011;1573.16666666667
03012;2187.5
03013;1700.14285714286
03014;2477.57142857143
03015;1744.25
03016;1789.5
03018;1364.28571428571
03019;1490.38888888889
03020;928.666666666667
03022;1108
03023;1824.23387096774
03024;1374.33333333333
03025;1121.8125
03026;1086.33333333333
03027;984.769230769231
03028;1124.75
03029;1364.72222222222
03030;1765.33333333333
03031;900
03032;1175
03033;1609.66666666667
03034;1079.33333333333
03035;637
03036;1500.89189189189
03037;875
03038;916.5
03039;1155.33333333333
03040;1802.1
03041;989.25
03042;909.375
03043;1161.9
03044;1838.94444444444
03045;1181.14285714286
03046;981.357142857143
03047;882.111111111111
03048;972.705882352941
03049;1370.66666666667
03050;1521.5
03051;927.166666666667
03052;1395.45454545455
03053;1154.11764705882
03054;2922
03055;805.5
03056;1156
03058;660.666666666667
03059;1522
03060;2026.64285714286
03061;1198.5
03062;1463.33333333333
03063;1230.42857142857
03064;2063
03065;1133.83333333333
03066;590.833333333333
03067;1165.5
03070;2681
03071;952.4
03072;980
03073;1176.4
03074;1047
03075;911.25
03076;1581
03077;955
03078;1328.33333333333
03079;1301.28571428571
03080;1581.28571428571
03081;903.833333333333
03082;970.473684210526
03083;1419.88888888889
03084;973.758620689655
03085;1184.4
03086;813
03087;977.3
03088;847
03089;1073.25
03090;1047
03091;1162.5
03092;1059.6
03093;1642.27272727273
03094;1683.62162162162
03095;1488.12182741117
03096;1077
03097;901.833333333333
03098;1123.53125
03099;760.2
03100;1134.22222222222
03101;1270.72413793103
03102;1189.65384615385
03103;948.769230769231
03104;661.75
03105;969.6
03106;1118.29411764706
03107;1368.71428571429
03108;1170.25
03109;1699.25
03110;2197.25
03111;1200.83333333333
03112;1334.09090909091
03113;1466.5
03114;1149.66666666667
03115;744
03116;2259
03117;979.25
03118;1462.74193548387
03119;1135.7
03120;1205.8
03121;1311.4
03122;1381.25
03124;1597.33333333333
03125;968
03126;1647.41176470588
03127;1321.16666666667
03128;1188.26923076923
03129;721.6
03130;1647
03131;1188.2
03132;704
03133;1417
03134;1138.33333333333
03135;941
03136;870
03137;1728
03138;1190.08333333333
03139;1493.375
03140;1072.28571428571
03142;1346.5
03143;880
03144;2116
03145;1327.2
03146;966
03147;1042.5
03148;1139.8
03149;1164
03150;1115.66666666667
03151;1856.4
03152;853
03154;1070.25
03155;1008.46153846154
03156;1426.85714285714
03157;1425.2
03158;1012.36363636364
03159;949.25
03160;1770.33333333333
03161;1197.1
03162;1438
03163;1731.5
03164;1122
03165;1071.46666666667
03166;1880.5
03167;831.5
03168;1392.65
03169;1540.4
03170;948
03171;1270.83333333333
03172;800
03173;1569.66666666667
03174;1935.07692307692
03175;1207.71428571429
03176;1272.28571428571
03177;940.25
03178;999.8
03179;1278.66666666667
03180;1193
03181;831.111111111111
03182;900.5
03183;570
03184;1466
03185;1013.48140900196
03186;980.0625
03187;1079
03189;1052.16666666667
03190;1468.48828125
03191;1075.25
03192;1044.66666666667
03193;1912
03194;1319
03195;1302.84782608696
03196;1333
03197;1426.55555555556
03198;708
03200;1579.22222222222
03201;1079.66666666667
03202;1069.58333333333
03203;938.666666666667
03204;1239.25
03205;1891.75
03206;668
03207;1447.88888888889
03208;733.875
03209;1438
03210;985.666666666667
03211;1547
03212;1364.94444444444
03213;1539.25
03214;792.5
03215;1349.33333333333
03216;688
03217;1046.4
03218;1554.25
03219;1633.33333333333
03220;1367.66666666667
03221;1163
03222;1969
03223;3775
03224;1299.85714285714
03225;767.428571428571
03226;899.6
03227;1202.71428571429
03229;875.666666666667
03230;1114
03231;588.333333333333
03233;1022.77777777778
03234;1417
03235;1475.55555555556
03236;1207.41666666667
03237;1521.25
03238;1449.25
03239;1130
03240;802
03241;1058.25
03242;1213.28571428571
03244;500
03245;1402
03246;826.833333333333
03247;1267
03248;1327.2
03249;1308.5
03250;1215.375
03251;1202.5
03252;2118.5
03253;1095.14285714286
03254;1220.98039215686
03255;1333.66666666667
03256;1339.66666666667
03257;1404.75
03258;1825.36842105263
03259;1178.11111111111
03260;1214.2
03261;999.5
03262;1530.83333333333
03263;1176
03264;1700.68965517241
03265;1080.5
03266;1283
03267;1240
03268;1322
03270;2247
03271;1972
03272;987.7
03273;2628
03274;1034.16666666667
03275;1459.13043478261
03276;1344
03277;584
03278;1221.33333333333
03279;828.5
03280;807.5
03281;1293.8
03282;1139.4
03283;1137.09090909091
03284;2266.33333333333
03285;1959
03286;1699.4
03287;845.333333333333
03288;959.666666666667
03289;1143.25
03290;1490
03291;1004.6
03292;965.875
03293;1042.66666666667
03294;969
03296;875.4
03297;958.62962962963
03298;1159.40425531915
03299;953.5
03300;844.333333333333
03301;1438.4
03303;710
03304;1794.65517241379
03305;1574
03306;1965.47058823529
03307;1582
03308;1047.33333333333
03309;811.75
03310;1911.27459618209
03311;1082.625
03312;913.666666666667
03313;1782.8
03314;1564.08333333333
03315;1004.86666666667
03316;1614.81818181818
03317;802
03319;927.571428571429
03320;1638.5
03321;1691.71165644172
04001;5218
04004;2031.3
04005;1043.25
04006;2786.04467353952
04007;1801
04008;1799.33333333333
04012;5593
04013;2586.75
04016;851
04017;1502.75
04018;2822.36363636364
04019;2946
04020;571
04022;2068
04023;1634.6
04024;1505
04025;2434.77777777778
04026;1897.25
04027;4147.33333333333
04028;5756.5
04030;1170
04031;2191.18181818182
04032;2789.5
04033;2928.55555555556
04034;2636
04035;1882.33333333333
04036;3679.33333333333
04037;1721
04039;2740
04040;1667
04041;2790
04042;1091
04043;3375
04045;3273.77272727273
04046;1922.25
04047;1346.2
04049;2059.87012987013
04051;1000
04053;2491.33333333333
04054;1000
04057;1940.33333333333
04058;1219
04059;2268
04061;1979.14285714286
04062;2482.625
04063;2517.5625
04065;2284.42857142857
04066;3514.33333333333
04068;3072.55555555556
04069;1722
04070;1859.69921875
04072;1842
04073;2470.62295081967
04074;2748
04075;5550
04076;1599.23529411765
04077;4454
04079;2395
04081;2646.5
04084;2479.625
04086;2541.66666666667
04087;2570
04088;3007.51315789474
04090;1058
04092;1461.33333333333
04094;3029.43356643357
04095;3018
04096;2937.4
04097;2341
04099;1839
04101;1700
04102;864.666666666667
04104;2664
04106;8694.5
04107;785
04108;2250.31578947368
04109;3704.5
04110;2051
04111;3329.46666666667
04112;2424.47023809524
04113;1691.5
04115;3550
04116;2296.1914893617
04120;3353
04121;1500.75
04122;2065.83333333333
04123;2162.57142857143
04124;2623.33333333333
04126;2314.85714285714
04127;2932
04130;2273.75
04132;3860.66666666667
04133;1482.5
04134;2045.14285714286
04135;2456.54545454545
04136;2105.83333333333
04138;1653.5
04139;1838.5
04140;1412
04141;5669.5
04142;562
04143;2839.35897435897
04144;2312
04145;2749.2
04148;1934.33333333333
04149;2695.67857142857
04150;2454.4
04151;2580.33333333333
04152;2865.2962962963
04155;2806.6
04156;1531
04157;1880.23076923077
04158;2076.14285714286
04159;1360.5
04160;3527.25
04161;2794.33333333333
04162;2451.75
04163;2739.125
04166;1502.1875
04167;2406
04169;3521.66666666667
04170;1333
04171;1612.5
04172;1915.16666666667
04173;2030.09090909091
04174;2297.75
04175;1200
04176;2789.75
04178;2412.74074074074
04179;3672.25
04180;2757
04181;1869
04182;1710.66666666667
04183;2678.5
04184;2829.5
04188;3145.92307692308
04189;2820.375
04192;3160.92307692308
04193;2547
04194;2301.66666666667
04195;3010.90909090909
04197;2881.96
04199;2373.4
04200;3301.57142857143
04201;2704.5
04202;1597
04203;2176.32
04205;1948.69387755102
04206;2327.16666666667
04207;1000
04208;4330.125
04209;2231.84536082474
04210;1087.66666666667
04211;1325
04216;1690.5
04217;2080.1
04218;1791.875
04219;1734.7
04220;2180.33333333333
04222;1841.83333333333
04224;1677.33333333333
04226;3003.71111111111
04227;2216.36363636364
04228;559
04229;1826.33333333333
04230;2576.61224489796
04234;2423
04235;1778
04236;1566.25
04237;1691.57142857143
04240;1937.625
04241;1735
04242;2911.10256410256
04244;2032.83870967742
04245;2996.75675675676
05001;2553.90909090909
05003;1997.47368421053
05004;3138.82456140351
05006;2786.94444444444
05007;2495.25
05008;1945.8
05009;2400.66666666667
05010;1716.15789473684
05011;1053
05012;3647.18181818182
05013;2719
05014;2116.16666666667
05016;1998.33333333333
05017;3141.77777777778
05018;3476
05019;886
05022;1439.33333333333
05023;2929.09016393443
05024;1480.5
05025;3500
05026;3257.75
05027;2185.375
05028;2913
05029;2767.84615384615
05031;2693.16666666667
05032;3180
05033;2833.5
05036;3381.90909090909
05037;3000
05038;4720.85714285714
05039;1570.14285714286
05040;3614.1935483871
05044;3175
05045;3243.6
05046;3385.368
05047;1816.5
05048;1501.66666666667
05049;1786
05050;2829.66666666667
05052;2600
05053;2559.625
05054;2761
05055;1631
05057;3371
05058;2665.5
05059;2757.5
05060;2490
05061;2549.3580952381
05062;1821.66666666667
05063;4538.17647058824
05064;3511
05065;2723.75609756098
05068;2114.57142857143
05070;1912.975
05071;3255.5
05072;3195.2
05073;2092.5
05074;4217.5
05075;3031.5
05076;2149
05077;2371.93333333333
05078;1899
05079;5227.23404255319
05081;3018
05082;2420
05084;2071.5
05085;4581.725
05086;3714
05087;2611.75
05090;3002.33333333333
05092;3182.33333333333
05093;3418.45454545455
05095;2225.57142857143
05096;2456.12280701754
05097;2337.25
05098;3445.65979381443
05099;1175
05100;2999.66666666667
05101;2922.30434782609
05102;1811.75
05103;1512.5
05104;2970.66666666667
05106;2959.72727272727
05107;4823.33333333333
05108;5121
05109;4012.57142857143
05110;2505.53846153846
05111;4039.85714285714
05112;2118
05113;3685
05114;2967.35
05115;2159.57142857143
05116;4005.66666666667
05118;2384.68421052632
05119;3759.35849056604
05121;1403.25
05122;2590.16666666667
05123;2817.93333333333
05124;2660
05126;1253.66666666667
05127;2062
05128;2991.75
05130;5911.5
05131;840
05132;2212.64102564103
05133;4028.22857142857
05134;2301
05135;2680.5
05136;1925.6
05139;2899.63953488372
05140;2439
05142;2336.33333333333
05144;2068
